model,true_label,predicted_label,log_prob,entropy,is_ood
tan,1,1,-30.76500197387962,-1.0000000826887243e-10,FALSE
tan,8,8,-112.73862526049082,-9.999090839155383e-11,FALSE
tan,8,8,-128.39904778841483,-9.982897175459712e-11,FALSE
tan,6,6,-84.36417350828252,-1.0000000826903635e-10,FALSE
tan,0,0,-76.01900853689045,-9.943997154895636e-11,FALSE
tan,0,0,-75.28180456517379,-9.999991065386768e-11,FALSE
tan,1,1,-17.084878015900834,-1.0000000826831876e-10,FALSE
tan,5,3,-164.31706595923117,0.6772977977730147,TRUE
tan,8,9,-152.21347660559132,0.6425152277342415,FALSE
tan,7,4,-155.21080324993105,0.007485220004162049,FALSE
tan,0,2,-142.53712050374986,5.398606519112697e-5,FALSE
tan,1,1,-28.735945621557622,-1.0000000826903708e-10,FALSE
tan,5,3,-228.92753362708137,6.556606363163534e-8,TRUE
tan,9,9,-81.26596758039126,5.212726853456809e-8,FALSE
tan,9,9,-78.34111060454906,2.707252004333062e-6,FALSE
tan,1,1,-30.415938656763313,-1.0000000826725043e-10,FALSE
tan,1,1,-30.813331674533103,-1.0000000826889874e-10,FALSE
tan,5,3,-147.58622349621913,-1.5956432441447023e-11,TRUE
tan,7,7,-111.06845701828324,4.062409454481336e-4,FALSE
tan,5,3,-115.80304895934046,0.013175383618070986,TRUE
tan,5,8,-111.63244365414883,0.6106703836439776,TRUE
tan,7,7,-50.28732970079586,1.934076584207922e-4,FALSE
tan,2,2,-87.37604600351712,5.816564625351448e-9,FALSE
tan,1,1,-32.7318602616211,-1.0000000826890191e-10,FALSE
tan,2,2,-127.06180308424081,-9.999999998704846e-11,FALSE
tan,5,8,-164.12699514796918,0.5484392843810654,TRUE
tan,7,7,-57.888655218487536,-9.995580334968734e-11,FALSE
tan,0,0,-130.18926414993112,-6.469531014584988e-11,FALSE
tan,6,6,-131.919148581366,9.363151266089634e-5,FALSE
tan,8,8,-102.72077036689191,-9.387015196110308e-11,FALSE
tan,8,8,-100.10077725401062,8.61603611727705e-10,FALSE
tan,3,2,-138.42926160408322,0.019917110873903885,FALSE
tan,2,2,-128.3633202544114,-1.0000000826828978e-10,FALSE
tan,7,7,-70.45448782923883,1.4611251312357847e-7,FALSE
tan,4,4,-125.9230311422298,-1.0000000804270791e-10,FALSE
tan,9,9,-135.58505557636002,3.189148304920716e-4,FALSE
tan,9,9,-68.36690600451072,-9.998889240716654e-11,FALSE
tan,5,4,-131.33065756399367,0.09628165214153427,TRUE
tan,1,1,-29.17027636171403,-9.999996050072136e-11,FALSE
tan,6,6,-108.74020210896742,1.5363739935655226e-8,FALSE
tan,9,9,-98.61180410208235,1.2496462171566499e-8,FALSE
tan,9,9,-69.1798897419942,-9.986823423496298e-11,FALSE
tan,5,3,-134.2201113680955,5.561063043469986e-11,TRUE
tan,0,0,-171.03216916047214,1.8858199262947978e-6,FALSE
tan,5,3,-132.6022931661083,-6.388182741194544e-11,TRUE
tan,7,7,-119.92859540189782,0.8435773114158266,FALSE
tan,2,2,-113.86130980017718,-1.0000000826903678e-10,FALSE
tan,0,0,-112.9189993032334,-9.999989948400615e-11,FALSE
tan,0,0,-77.35812954002425,-1.0000000826903606e-10,FALSE
tan,9,9,-89.17339817897393,0.0032164026111649677,FALSE
tan,5,0,-118.06472395207143,0.20838733441768037,TRUE
tan,3,3,-106.3881725046263,-9.999995030764473e-11,FALSE
tan,6,6,-77.5293673510751,-9.999937269606149e-11,FALSE
tan,2,2,-125.27755487162095,-9.980378784354067e-11,FALSE
tan,7,7,-60.278993429735955,-9.995131061703213e-11,FALSE
tan,2,2,-117.1253875767328,5.8793380288725816e-8,FALSE
tan,2,2,-157.95668735210566,-1.0000000816856895e-10,FALSE
tan,0,0,-126.22395250942279,-1.0000000826898729e-10,FALSE
tan,3,3,-106.95776082693425,-1.0000000825630971e-10,FALSE
tan,2,2,-123.03986341418008,-1.0000000810144014e-10,FALSE
tan,4,4,-102.39041573180451,0.13097879395268727,FALSE
tan,2,2,-136.21796755297214,-1.000000082690371e-10,FALSE
tan,3,3,-115.0380926795558,-1.0000000826903576e-10,FALSE
tan,7,7,-87.13869518295756,-1.0000000826849892e-10,FALSE
tan,2,2,-174.30359570650904,1.1762906888182835e-5,FALSE
tan,3,3,-120.31037676196424,-1.0000000826903407e-10,FALSE
tan,5,0,-145.0263602241437,0.5959961233670062,TRUE
tan,5,3,-188.19891784066246,1.038657793198475e-6,TRUE
tan,7,7,-61.31283552560307,4.043306906600763e-5,FALSE
tan,2,2,-99.7758139948214,-6.500805856207433e-11,FALSE
tan,7,7,-56.920753700156745,0.22994938609324034,FALSE
tan,1,1,-11.267387191917594,-1.0000000826900557e-10,FALSE
tan,2,2,-135.25233004535337,-1.0000000826771859e-10,FALSE
tan,7,7,-94.8351182831869,1.0221368215758335e-9,FALSE
tan,2,2,-115.24626855829322,-1.0000000826903699e-10,FALSE
tan,3,3,-134.21781622077427,-1.0000000686137647e-10,FALSE
tan,1,1,-49.343283630512275,-9.964158409704272e-11,FALSE
tan,5,3,-145.28986747137623,-9.999436654732651e-11,TRUE
tan,3,6,-97.59494329310307,0.09251542925263685,FALSE
tan,9,9,-77.76798173896721,-9.999669734674842e-11,FALSE
tan,3,3,-131.58636742334113,0.6412238227992967,FALSE
tan,0,0,-81.92300302871992,-1.0000000826812373e-10,FALSE
tan,5,9,-112.96689967060946,0.5910199563894288,TRUE
tan,3,3,-85.94475949846887,7.746689092458466e-5,FALSE
tan,8,8,-107.24728158354472,1.462583471290725e-9,FALSE
tan,8,8,-107.3006333457625,-9.993374623331424e-11,FALSE
tan,0,0,-80.68064251467594,-9.992086166968659e-11,FALSE
tan,3,3,-128.19610600211936,-1.0000000774482169e-10,FALSE
tan,1,1,-24.948733459020595,-1.0000000826884304e-10,FALSE
tan,4,9,-83.81369625812344,0.0031460430344362193,FALSE
tan,1,1,-72.33052369518693,0.0015380914066660271,FALSE
tan,3,3,-86.9221337613863,4.873740554059087e-7,FALSE
tan,7,7,-62.69002823365947,0.03380592812037783,FALSE
tan,1,1,-37.862066630849775,-9.99037027890996e-11,FALSE
tan,9,9,-74.45753113496674,-9.99516724653105e-11,FALSE
tan,1,1,-15.527147181931927,-1.0000000826410199e-10,FALSE
tan,4,4,-94.28668951287183,-9.989044600928017e-11,FALSE
tan,1,1,-17.627486123941146,-1.0000000823847712e-10,FALSE
tan,1,1,-25.138023529619026,-1.0000000318480794e-10,FALSE
tan,9,9,-84.57868704311463,7.406671618318161e-9,FALSE
tan,1,1,-11.195097919916817,-1.0000000826884224e-10,FALSE
tan,2,2,-115.92409701406537,-9.999919196289975e-11,FALSE
tan,9,9,-73.83278219926594,4.4089183443316435e-9,FALSE
tan,1,1,-11.267387191917594,-1.0000000826900557e-10,FALSE
tan,9,9,-99.3040965703212,-9.99649271781736e-11,FALSE
tan,2,2,-131.01699164251085,-1.0000000826616814e-10,FALSE
tan,5,8,-101.33342654501395,0.009159140530439527,TRUE
tan,5,3,-114.48205730343678,0.01262890121638041,TRUE
tan,1,1,-25.950226373745338,-1.0000000826900915e-10,FALSE
tan,9,9,-85.29078009707119,1.7208092931572812e-5,FALSE
tan,1,1,-24.157286070795724,-1.0000000824381665e-10,FALSE
tan,7,7,-85.80533649363882,1.6005290560708198e-5,FALSE
tan,0,0,-76.34564691428771,-1.0000000826869828e-10,FALSE
tan,1,1,-36.854093070203426,-1.0000000826903648e-10,FALSE
tan,4,4,-77.90942796845262,4.4784138141951244e-8,FALSE
tan,1,1,-29.25198291946912,-1.0000000826735537e-10,FALSE
tan,0,0,-87.52253910229535,8.511699988134288e-7,FALSE
tan,1,1,-22.980605011648947,-1.0000000825867535e-10,FALSE
tan,1,1,-32.858825929970074,-1.0000000826829331e-10,FALSE
tan,9,9,-105.02673741775271,0.04742304160513884,FALSE
tan,1,1,-48.77720360919163,-9.999567831072524e-11,FALSE
tan,5,0,-91.8941388671289,6.567192225573151e-9,TRUE
tan,4,4,-89.54792546095648,1.239563151989086e-7,FALSE
tan,8,8,-121.21568814389005,0.001424894076132092,FALSE
tan,5,6,-144.9979598128868,1.440151211695734e-4,TRUE
tan,7,7,-47.98875104423843,4.735777020012726e-6,FALSE
tan,2,2,-139.40736611598686,3.661375884228734e-10,FALSE
tan,6,6,-95.77788988249881,-1.0000000826050693e-10,FALSE
tan,8,8,-145.04314710804968,3.532925898475633e-8,FALSE
tan,0,0,-121.91583506850688,7.500533236580181e-10,FALSE
tan,3,8,-103.0173882339738,0.0017298424642055155,FALSE
tan,2,2,-142.40798510765518,-9.45124200278632e-11,FALSE
tan,2,2,-129.430732656195,5.352243360841118e-6,FALSE
tan,6,6,-97.25634666129619,1.1817263046825314e-7,FALSE
tan,4,4,-133.2957865798379,-9.967264299367804e-11,FALSE
tan,1,1,-34.07138267599697,-1.0000000826886488e-10,FALSE
tan,4,4,-132.93310390526196,0.06481270139749187,FALSE
tan,1,1,-20.44315421299954,-1.0000000826902682e-10,FALSE
tan,8,8,-89.24421493134697,-9.830786752257688e-11,FALSE
tan,6,6,-96.75450554417446,-1.0000000240103803e-10,FALSE
tan,6,6,-82.16476282274192,3.1262846790568177e-10,FALSE
tan,3,3,-141.91774325567914,-1.0000000826903704e-10,FALSE
tan,5,6,-196.8093940015834,0.3968059795351097,TRUE
tan,9,9,-82.43611757893711,6.266236321816099e-7,FALSE
tan,7,7,-52.26041779001467,4.993631558301873e-4,FALSE
tan,2,2,-128.09760158566664,0.06764683343949823,FALSE
tan,0,0,-106.2556449511006,-1.0000000826903112e-10,FALSE
tan,2,2,-141.86020100961952,-9.857801422570678e-11,FALSE
tan,9,9,-121.71331431766438,7.739316806555213e-7,FALSE
tan,9,9,-93.56143660593948,2.407579562110219e-10,FALSE
tan,2,2,-111.95229763277644,-9.93359673102572e-11,FALSE
tan,9,9,-68.77948194577469,-9.996159607632945e-11,FALSE
tan,9,9,-75.42706960408454,-9.999841101065165e-11,FALSE
tan,7,7,-59.74648324472294,1.5574803193720885e-7,FALSE
tan,2,2,-133.47007614609745,1.0636859349742193e-6,FALSE
tan,2,2,-105.70587773316743,2.6196257387557014e-7,FALSE
tan,5,3,-114.18520208840818,8.401258541065661e-9,TRUE
tan,1,1,-33.99492367922856,-9.998256682237838e-11,FALSE
tan,0,0,-83.86406734516156,-9.874384392578461e-11,FALSE
tan,0,0,-93.53522367464141,-1.0000000826903674e-10,FALSE
tan,4,9,-88.28745887975444,0.005238206176878258,FALSE
tan,6,6,-97.267744568771,3.2473358403097984e-5,FALSE
tan,7,7,-75.04056374094463,9.667338737305115e-12,FALSE
tan,0,0,-76.54582393728198,-1.0000000826896732e-10,FALSE
tan,1,1,-27.501480860579285,-1.0000000826903683e-10,FALSE
tan,3,3,-93.5500608479896,1.4816458023740673e-8,FALSE
tan,0,0,-113.25521102988246,-1.0000000824754159e-10,FALSE
tan,8,8,-177.07897015506686,2.1112511328893394e-7,FALSE
tan,4,4,-152.69564408530093,0.13725961515800586,FALSE
tan,1,4,-103.89911805617679,1.453618897104051e-4,FALSE
tan,1,4,-99.27652919736468,2.1934761694887288e-7,FALSE
tan,1,4,-128.87009122679117,0.003610526058875575,FALSE
tan,5,0,-112.70097147565859,-5.449673371512173e-11,TRUE
tan,9,9,-64.3239257344738,-9.914972105394733e-11,FALSE
tan,1,1,-19.079737296018024,-1.0000000826878328e-10,FALSE
tan,0,0,-82.8319639315947,-9.999831271574823e-11,FALSE
tan,1,1,-11.195097919916817,-1.0000000826884224e-10,FALSE
tan,0,0,-90.43465181816225,8.318993506560835e-5,FALSE
tan,6,6,-111.97914506437661,-9.999999062150945e-11,FALSE
tan,1,1,-16.006376862024865,-1.000000082683267e-10,FALSE
tan,5,3,-119.72649601870224,2.5889909672978863e-10,TRUE
tan,4,4,-122.05354630314493,-9.857389183630916e-11,FALSE
tan,0,0,-113.16728454886407,7.55292138717409e-10,FALSE
tan,6,6,-138.2879696054213,-9.999998394019977e-11,FALSE
tan,1,1,-12.58554866109278,-1.0000000826886554e-10,FALSE
tan,0,0,-83.07950424915228,-1.0000000173091457e-10,FALSE
tan,3,3,-139.80466994621116,-9.995651316402285e-11,FALSE
tan,6,6,-182.94662122746715,0.01444853897615528,FALSE
tan,3,3,-106.86542581964751,2.037185060131849e-12,FALSE
tan,1,1,-23.549386227817156,-1.0000000826902772e-10,FALSE
tan,1,1,-39.491299144211034,-1.0000000564678926e-10,FALSE
tan,0,0,-123.85632856521188,-1.0000000816623714e-10,FALSE
tan,6,6,-94.48495027295553,-9.998923154350468e-11,FALSE
tan,4,4,-86.35691302372854,3.851199002179841e-6,FALSE
tan,1,1,-28.835739724188276,-1.0000000826668482e-10,FALSE
tan,1,1,-29.790175412896986,-9.999999501211352e-11,FALSE
tan,1,1,-26.62121658408697,-1.000000081024621e-10,FALSE
tan,0,0,-68.1609985286331,-9.999995328876758e-11,FALSE
tan,3,3,-121.91004027633895,-1.0000000685363136e-10,FALSE
tan,0,0,-76.13424705391928,-1.0000000817863705e-10,FALSE
tan,4,4,-100.18706412432427,1.7513290661870925e-5,FALSE
tan,7,7,-96.42271830705494,0.9120703987880578,FALSE
tan,5,3,-101.27114120059804,0.640236868522402,TRUE
tan,2,2,-109.08648774750245,1.1756322520427601e-7,FALSE
tan,6,6,-78.88403944544548,9.362736098092985e-7,FALSE
tan,2,2,-107.85363480430875,-1.000000082389083e-10,FALSE
tan,0,0,-104.9334351228971,8.848552140262703e-8,FALSE
tan,0,0,-81.19895799197366,-1.0000000819741594e-10,FALSE
tan,9,9,-66.85813957745798,-5.753013115513772e-11,FALSE
tan,9,9,-60.195999418382364,6.5632126871908984e-6,FALSE
tan,7,7,-51.34431434567416,1.3819206693731946e-9,FALSE
tan,9,9,-104.55603066920409,9.925843515167089e-4,FALSE
tan,9,9,-86.87234891672834,-6.994281270185087e-11,FALSE
tan,6,6,-76.62480170949807,-9.99999139148374e-11,FALSE
tan,6,6,-81.62264782764565,-9.999997053691682e-11,FALSE
tan,8,8,-119.13337808331636,2.8264365377257797e-4,FALSE
tan,9,9,-82.38462686521487,4.436535929021878e-9,FALSE
tan,1,1,-37.79233852165823,-1.0000000826903195e-10,FALSE
tan,2,2,-114.462386670697,-1.0000000826902716e-10,FALSE
tan,0,0,-92.07680819570885,-1.000000082690371e-10,FALSE
tan,9,8,-173.0437564103446,1.6949923031523037e-5,FALSE
tan,6,6,-154.20543403940388,0.051740630528745814,FALSE
tan,7,7,-76.90432966065812,0.5647943897697371,FALSE
tan,0,2,-169.22274534278316,0.0036795991296718635,FALSE
tan,8,8,-114.56482809746949,0.17610112353150612,FALSE
tan,5,3,-175.67314771886961,-9.832293350322644e-11,TRUE
tan,5,3,-188.33786163018033,2.5457254562405365e-8,TRUE
tan,4,4,-149.83143719354743,2.366567735310767e-8,FALSE
tan,1,1,-24.711003759652154,-9.999995597067459e-11,FALSE
tan,3,3,-95.06451782116828,1.0569359449359725e-10,FALSE
tan,1,1,-40.27475283679639,-9.998590139553272e-11,FALSE
tan,4,4,-89.37793922960553,4.583150687274372e-5,FALSE
tan,2,2,-124.0842767204668,-1.0000000826738322e-10,FALSE
tan,7,7,-95.20967314658496,6.845640612503713e-10,FALSE
tan,9,9,-75.81749610397006,-5.511607770874676e-11,FALSE
tan,5,6,-121.53083111915957,0.011698037850350439,TRUE
tan,5,8,-171.15798251330347,5.714223963625338e-6,TRUE
tan,4,4,-108.50879666772227,-9.983833125373724e-11,FALSE
tan,6,6,-100.30996414103501,-1.0000000826903454e-10,FALSE
tan,0,0,-85.63492728376163,-1.000000082690371e-10,FALSE
tan,1,6,-94.78943447207867,0.4112821120326011,FALSE
tan,0,0,-157.8071715493235,2.1338429297716595e-5,FALSE
tan,1,1,-29.74381590029423,-1.0000000798134834e-10,FALSE
tan,8,8,-152.4584102997998,1.0304176917415711e-4,FALSE
tan,7,7,-116.09424403105247,1.5900818381439305e-7,FALSE
tan,5,3,-140.98406364172382,0.015556119540995955,TRUE
tan,0,0,-121.68609735628098,-9.999977903799614e-11,FALSE
tan,1,1,-24.847981222800797,-1.0000000826759612e-10,FALSE
tan,8,2,-213.30017366361804,0.010265978908013418,FALSE
tan,7,9,-146.10848103127782,0.08626866999886057,FALSE
tan,1,1,-40.60128517369183,-9.999667002607747e-11,FALSE
tan,1,1,-36.28898678341819,-1.0000000824175242e-10,FALSE
tan,2,2,-192.91296052176534,2.2663299450387377e-9,FALSE
tan,9,9,-66.91262672359596,-9.878442344797281e-11,FALSE
tan,9,9,-75.21411421386752,-9.382229020944723e-11,FALSE
tan,5,8,-93.52261116500705,0.7219821637547026,TRUE
tan,0,0,-90.63358738402111,-1.0000000826706001e-10,FALSE
tan,8,8,-152.04111535207795,1.5622989330355482e-7,FALSE
tan,9,9,-73.47623378897381,-9.999454135385604e-11,FALSE
tan,9,9,-63.380897762229466,-9.369368135054195e-11,FALSE
tan,7,7,-63.21163070768629,0.01472182306498442,FALSE
tan,0,0,-95.12636768400036,-1.000000082690371e-10,FALSE
tan,9,9,-74.28571712635268,-9.5003102666826e-11,FALSE
tan,8,8,-100.69037751880161,-9.999755938434886e-11,FALSE
tan,4,4,-71.50143274190138,0.002117256463228898,FALSE
tan,0,0,-117.02987590910858,-1.0000000826903706e-10,FALSE
tan,1,1,-50.70222313891244,-9.999997237182298e-11,FALSE
tan,0,0,-85.09055508200188,-9.964510672528629e-11,FALSE
tan,9,9,-65.08168694940575,-9.989993254731143e-11,FALSE
tan,7,7,-63.99806856976801,-9.998020225895511e-11,FALSE
tan,0,0,-85.00277149294963,-1.000000082690371e-10,FALSE
tan,7,7,-63.64277207940406,-1.0000000822597535e-10,FALSE
tan,5,3,-134.9388766754587,-7.11463191758096e-11,TRUE
tan,9,9,-75.10758646917394,6.725468035306328e-9,FALSE
tan,7,7,-51.06292303439651,2.67248711981419e-6,FALSE
tan,3,3,-92.58390744198256,-2.925050002312671e-12,FALSE
tan,3,3,-130.7529539631693,0.004372285804857449,FALSE
tan,1,1,-12.295450463824423,-1.0000000826882668e-10,FALSE
tan,9,9,-101.49267783039426,9.686019846512247e-8,FALSE
tan,7,7,-84.13826448038446,-9.561121675255471e-11,FALSE
tan,2,2,-127.82192884910928,-1.0000000331864193e-10,FALSE
tan,0,0,-139.24471401718318,-9.999999626605601e-11,FALSE
tan,1,1,-25.45728251268346,-1.0000000826903706e-10,FALSE
tan,5,8,-106.33555614524268,0.015844469281262225,TRUE
tan,5,3,-113.21802803508997,0.001954289952444524,TRUE
tan,1,1,-12.366874447468762,-1.0000000826888773e-10,FALSE
tan,9,9,-73.07875520743926,-9.72865705055757e-11,FALSE
tan,0,0,-115.56993967263304,-9.99718564632481e-11,FALSE
tan,5,3,-123.81649223174969,0.00094355739406011465,TRUE
tan,5,8,-191.2945202262454,0.16131233056538394,TRUE
tan,1,1,-30.23456570124622,-1.0000000826801179e-10,FALSE
tan,0,0,-118.60668926439122,-1.000000082690371e-10,FALSE
tan,7,9,-78.28308670624715,0.4019074524653755,FALSE
tan,5,3,-186.184770184928,2.5246239716959933e-7,TRUE
tan,5,3,-126.13845353339406,4.5927655585073425e-4,TRUE
tan,1,1,-30.59567648877864,-1.0000000826903701e-10,FALSE
tan,8,8,-107.79233156589227,1.7061982887231673e-6,FALSE
tan,2,2,-132.03613477421487,-9.999120782736218e-11,FALSE
tan,5,8,-216.92856720268355,2.541236796889337e-5,TRUE
tan,5,8,-164.45599517895292,0.001067777675989429,TRUE
tan,1,1,-43.360601060050776,-9.992406254110439e-11,FALSE
tan,8,8,-154.20500004812283,-9.582021575474556e-11,FALSE
tan,2,2,-153.67193170034415,0.033499237137130496,FALSE
tan,8,8,-106.76290109779386,6.087246456624853e-9,FALSE
tan,1,1,-20.521392424644127,-1.0000000826356212e-10,FALSE
tan,4,4,-129.63546704435527,-9.999994389717245e-11,FALSE
tan,3,3,-119.09849600371594,2.7096479225246205e-9,FALSE
tan,5,8,-95.40176139134348,0.16467922825001405,TRUE
tan,8,8,-101.81202545609625,7.118177323924469e-10,FALSE
tan,0,0,-67.10875309326177,-9.999991488016833e-11,FALSE
tan,9,9,-66.22281403553372,9.445123305012896e-9,FALSE
tan,0,0,-82.10101953210157,-1.0000000824703357e-10,FALSE
tan,9,9,-60.81811071956572,-9.991775098849419e-11,FALSE
tan,6,6,-119.18335524870504,9.771464283637462e-8,FALSE
tan,3,3,-97.86284008502251,0.6818629912544257,FALSE
tan,1,1,-20.65542154687712,-1.0000000826820396e-10,FALSE
tan,7,7,-85.77813041958146,5.462335428636267e-4,FALSE
tan,8,8,-94.31318940263404,-9.652644215284302e-11,FALSE
tan,7,7,-86.85542435003518,-9.99195345903511e-11,FALSE
tan,5,8,-107.06094497754104,0.0794867880231377,TRUE
tan,2,2,-231.05018600503473,2.088871340503261e-4,FALSE
tan,1,4,-58.559710297544385,4.963439679688893e-4,FALSE
tan,6,6,-88.09567926940258,-9.999352898859341e-11,FALSE
tan,5,3,-126.14337638830074,-9.99479389856584e-11,TRUE
tan,5,8,-184.95839468752797,0.004043824996912812,TRUE
tan,4,4,-121.4879354893635,1.1162077227323829e-6,FALSE
tan,6,6,-86.95350335226014,2.2910118458103885e-4,FALSE
tan,0,0,-108.87769955110696,-9.999994963483931e-11,FALSE
tan,5,6,-96.23501894492689,0.6157881768234329,TRUE
tan,5,3,-114.05979110119996,0.28582923739949034,TRUE
tan,4,4,-80.59758760590192,2.3048001828432557e-11,FALSE
tan,6,6,-86.337547593209493,5.241662031605338e-12,FALSE
tan,0,0,-81.45127885962238,-1.00000008269037e-10,FALSE
tan,5,2,-116.29304882657097,0.22859867087876276,TRUE
tan,5,8,-122.02983780504387,0.5965031307378129,TRUE
tan,4,4,-86.7774392890141,3.695881487952615e-5,FALSE
tan,6,6,-87.60698821234502,1.1313441875899967e-7,FALSE
tan,0,0,-88.2740666289587,-9.696565040312187e-11,FALSE
tan,5,8,-144.74765272816043,4.379998147834394e-9,TRUE
tan,5,3,-145.5410515007976,0.006663088765399981,TRUE
tan,1,1,-36.560103265231845,-9.999995623929985e-11,FALSE
tan,8,8,-99.82962250433758,2.4170085889313267e-8,FALSE
tan,2,2,-122.21445964885163,-1.0000000826878855e-10,FALSE
tan,5,6,-176.26678980441946,0.22139707894033298,TRUE
tan,5,3,-208.4461271013724,2.0259174315446906e-9,TRUE
tan,1,1,-30.262400364759255,-1.0000000826771723e-10,FALSE
tan,0,0,-103.86216683999163,-1.000000082690371e-10,FALSE
tan,8,3,-143.69683513538237,0.037014837300032175,FALSE
tan,5,3,-134.53830060432952,-9.977148843132595e-11,TRUE
tan,0,0,-97.27044532202105,-1.0000000826817186e-10,FALSE
tan,3,3,-95.64276050639026,-9.999998663687829e-11,FALSE
tan,0,0,-89.20568109833566,-1.000000082690371e-10,FALSE
tan,6,4,-125.35222052257285,3.582365826134294e-4,FALSE
tan,7,7,-105.40702067944954,-9.925806021249694e-11,FALSE
tan,5,8,-179.87641454246352,0.043446957602414335,TRUE
tan,2,2,-132.66807949032102,-1.0000000825377504e-10,FALSE
tan,0,0,-138.1582783210647,-9.876230694718542e-11,FALSE
tan,4,9,-63.56741982717056,5.512647032708889e-4,FALSE
tan,3,3,-87.13495885010597,8.663984476111367e-6,FALSE
tan,9,9,-68.61445632787533,-9.23080177311944e-11,FALSE
tan,4,4,-119.69540168235913,1.4142174046068466e-6,FALSE
tan,0,0,-92.68059741593855,-1.0000000826847554e-10,FALSE
tan,1,1,-29.820554204058432,-1.0000000826896369e-10,FALSE
logreg,9,9,-0.07298960983240474,0.33942985355812755,FALSE
logreg,6,6,-0.09197194487374905,0.3932196943255053,FALSE
logreg,3,3,-0.009244299676672424,0.05961532340294029,FALSE
logreg,6,6,-0.2702951037615216,0.7567653426280991,FALSE
logreg,6,6,-0.12334197019372461,0.42381318538987445,FALSE
logreg,0,0,-0.0016402248852387797,0.014300232082074675,FALSE
logreg,0,0,-0.004491969312740569,0.035303851044838186,FALSE
logreg,0,0,-0.016145815026987555,0.09413555962391598,FALSE
logreg,6,6,-0.005416902403564076,0.04018829657953945,FALSE
logreg,9,9,-0.009718114023171218,0.06672848936482731,FALSE
logreg,6,6,-0.004925623669452723,0.03656408381583623,FALSE
logreg,2,2,-0.008718479670748997,0.05483543832555836,FALSE
logreg,2,3,-0.38026361779250595,0.861702322720739,FALSE
logreg,4,4,-0.02904461350438879,0.15950556800904941,FALSE
logreg,0,0,-0.06923709994445426,0.2836619342884267,FALSE
logreg,3,3,-0.1880083667386511,0.5990926397852511,FALSE
logreg,1,1,-0.03493739887076109,0.20873259121759738,FALSE
logreg,6,2,-0.05335979692383097,0.25619002599139196,FALSE
logreg,9,9,-0.37969493917651714,0.9415225847467629,FALSE
logreg,6,6,-0.010476675408059173,0.07096167499165124,FALSE
logreg,2,2,-4.6333915640684554e-4,0.004674433266157854,FALSE
logreg,2,2,-1.001889531182513e-5,1.3448412281100256e-4,FALSE
logreg,4,4,-0.03952524052409988,0.19474178127153643,FALSE
logreg,9,9,-0.07130604111300068,0.32046354492089035,FALSE
logreg,6,6,-0.00926777717590626,0.06470271180231386,FALSE
logreg,2,2,-0.1981840111946675,0.5502175625798192,FALSE
logreg,0,0,-0.025473580368950765,0.14610890815464167,FALSE
logreg,3,3,-0.01671820034968858,0.10881497314882346,FALSE
logreg,8,8,-0.5040090820626891,1.195281362068684,FALSE
logreg,3,3,-0.07028738343250537,0.3120014929105898,FALSE
logreg,7,7,-3.840752390184876e-4,0.004063290583116128,FALSE
logreg,0,0,-0.0022671981814381672,0.019480550564324916,FALSE
logreg,5,0,-1.2790652551947705,1.650143809243868,TRUE
logreg,0,0,-4.963394933831004e-4,0.00470920669968389,FALSE
logreg,7,7,-0.005376927737143217,0.039438709148572365,FALSE
logreg,9,9,-0.02323858452089264,0.13876662840365114,FALSE
logreg,5,7,-0.5029110478564763,1.2317288851472536,TRUE
logreg,0,0,-3.596427335376591e-5,4.433737468488715e-4,FALSE
logreg,0,0,-3.94820875682678e-4,0.003942380740734879,FALSE
logreg,7,7,-0.003605139417041626,0.02772295159509039,FALSE
logreg,0,0,-0.01351392394192883,0.08887048157304309,FALSE
logreg,8,8,-0.19940344742092736,0.6358821119414685,FALSE
logreg,1,1,-0.0038742021759824046,0.03210014300192464,FALSE
logreg,0,0,-0.0011599221094041787,0.01017606767730215,FALSE
logreg,7,7,-3.204170711416103e-4,0.00318965412218845,FALSE
logreg,1,1,-0.009890831040666462,0.06642382640703244,FALSE
logreg,0,0,-1.6722618428903705e-4,0.0018425925200577136,FALSE
logreg,4,4,-0.27073910919348476,0.8476717820221831,FALSE
logreg,2,2,-0.007805555671571723,0.05714018187208444,FALSE
logreg,0,0,-1.3790960771450372e-4,0.0015073125995046547,FALSE
logreg,8,8,-0.6641807721417377,1.030299466314868,FALSE
logreg,5,3,-0.41279557760608326,0.9917697901191773,TRUE
logreg,1,1,-0.3051906738979843,0.8456498388011551,FALSE
logreg,2,2,-0.38522329789941173,0.8079232399560083,FALSE
logreg,0,0,-9.52029264106358e-4,0.008889397682016267,FALSE
logreg,6,6,-0.054758771926677524,0.26390269241374537,FALSE
logreg,5,6,-0.13319269028960865,0.5169065260898249,TRUE
logreg,9,9,-0.024945076351287985,0.14127061752894712,FALSE
logreg,2,2,-0.11884248984013597,0.3958684605050317,FALSE
logreg,0,0,-2.593451544972506e-5,3.446693957291465e-4,FALSE
logreg,9,9,-0.08385243733870923,0.3623659468241091,FALSE
logreg,0,0,-2.3464340235369516e-4,0.0025770997675939964,FALSE
logreg,4,9,-0.41547732196132875,0.9816175292984004,FALSE
logreg,2,2,-0.3485469095258918,0.8671111917316031,FALSE
logreg,0,0,-0.002112236018178204,0.01815600343427594,FALSE
logreg,9,9,-0.05247112569756365,0.25653849740160223,FALSE
